data,question,answer
2011.12.20. , 안녕하세요ㅎㅎ 이제곧 중학생이될 예비중학생입니다 질문은! 1.파우치에 있어야될것! 2.그냥 필수품 3치마길이는..? 4.아이비나 엘리트중 어디교복이좋고 인기가좋나요? 5.... ," 답변 저는 중학생인데여,,,, 저희 학교가 규정이 좀 많이 아주 쎄요,,, 그래서 몇가지밖에... 많잖아요,,, 보니까 색깔이 아주 다양하던데요??? 그럼,,질문에 도움이 되었기를 바랍니다. "
2020.03.17. , 안녕하세요 주식을 시작하고 싶은 중학생입니다 아직 어떻게 주식을 시작해야 할 지 몰라서 이렇게 질문합니다 인터넷 주식으로 마음대로 주식을 사고 팔고 싶은데 처음에... , 답변 안녕하세요. ◐깊은샘◑ 입니다. 반갑습니다 아래 참고하여 계좌 개설하시구요. 미성년자의 경우 아래와 같이 하셔야 합니다. 1. 부모님과 부모님의 신분증. 2.... 
2006.02.28. ," 안녕하세요?호호홍 21세기를창조하는예비중학생입니다ㅇㅈㄹ... 좋은대학을목표로....코피터지게공부할겁니다^0^ 그러니까....제가앞으로질문하려는것에 ""공부나해라... ", 답변 먼저 중학생이 되신것을 축하드립니다. 초등학교와 중학교는 상당히 차이가 있습니다.... 남들이 우숩게 보질 않습니다... 예비중학생이 되신걸 축하드려요.. 힘내세요 화이팅! 
2009.12.12. ," 이제 곧 중학생이 되는데 궁금한게 있어서요. 생긴지 얼마 안 된 학교라서, 시설도 끝내주게 좋다네요 ㅎㅎ 근데 제가 전에 다니던 학교에서 이사를 왔거든요 ? 근데 이사... ", 답변 이제 중학생이 되실 마음에 설레고 두근거리시죠? 교복도 얼른 입고 등교하고싶죠? 저도 그랬던 마음이 엊그제만같은데 솔직히 질립니다;_ 생각해보면 초등학교 시절만큼... 
2010.12.14. , 안녕하세요 저는 2011년에 중학생으로 올라가는 예비중학생입니다 선배님들께 질문 할께 있는데요 질문1 제가요 다리를 다쳐서 중학교때는 목발을 짗어야 하는데 이런거로... , 답변 1.그걸로 찍힐리가. 그냥 애들눈에 약간 거슬릴듯 합니다. 약간 주목받을 수도있고. 2.선배를 알게되면 다 그렇게되는데 우선 선배들한테 자신의 약한모습을 보이지않는다면... 
2005.02.07. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... , 답변 호기심이 많은 귀여운 여학생이네요^^ 저도 중학생 될때 궁금증이 많았답니다 1)... 답변-이 질문은 제가 똑부러지게 말할수 없는 질문이네요 공부는 자신의 방법이 있는... 
2007.02.04. , 이제 중학생이 되는 여학생이랍니다. 대구 원화중 배정 받았고요. 질문 들어갑니다.ㅋㅋ ----------------------------------------------------------------------------- 1.신발이요..나이키... , 답변 여자의 헤어 스탈은 잘 모르겠지만 열심히 답할께요 ㅋㅋ 위에 질문보니까 튀는것에 약간 겁을 느끼시는것 같던데... 그럼 중1때는 적당하게 하고 다니세요 ㅋ 음........ 
2020.09.27. , 만약 병원에 질염 검사 하러 가면 중학생은 어떤 식으로 검사를 진행 하나요? 그리고 중학생도 질 유산균 먹어도 되나요?? ," 답변 클릭해 주시고 ""채택"" 부탁드립니다. 도움이 더 필요한 경우에는 따로 1:1질문을 통해서 질문 남겨주시면 더 자세하게 설명해드리겠습니다. 감사합니다. "
2018.08.14. ," 안녕하세요...반 년 후면 중학생이 되는 초6 여학생입니다. 1.언니,오빠들한테... 티슈로 닦아 보라고 한다던데...진짠가요...? 8.조언 한 마디... 질문이 많으니 100걸게요... "," 답변 1. 불안하시면 처음엔 선배라 하다가 언니, 오빠라 부르라 하면 그렇게 불러요. 저는 처음부터 언니, 오빠라 했는데 별 말 없었어요. 2. 저희학교는 동갑내기 애들이 싫어하는... "
2011.12.04. , 제가 내년이면 중학생이 되는데요. 입학식때 교복에다가 겉옷 입고 싶은데 뭘입어야... 무난하게 검정으로요ㅎㅎ 그리고 중학생 필수품도 알려주세요!! 또 교복은 어디서... , 답변 아님 인터넷쇼핑몰 이런데서 많이사욬ㅋㅋㅋ 중학생필수품은 딱히..초딩때하고 다를꺼 없는데...다만 과목 선생님들께서 가져오라고 하는 파일이나 노트 이런거 학용품?... 
2010.09.05. , 요즘 부쩍 중학생에 빠진 6학년 한 여아이입니다 저는 구로중에 가게됩니다 1) 중학생되면 필수준비물이 뭐죠? 2) 저가 귀걸이를 하고있는데 중학생때는 빼야하나요? 3)... ," 답변 1) 중학생되면 필수준비물이 뭐죠? 쫄대파일,(과목별로),공책등등.. 2) 저가 귀걸이를 하고있는데 중학생때는... 4) 중학생 시간표는 기본적으로 몇교시죠? 제일 많은 교시가... "
2007.10.22. , 1 중학생 예비소집일날에는 무엇을 하나요? 차례차례 알려주세요. (왠지 그떄되면....... 질문은 요기까지구요 ㅠㅠㅠ 내공 20드리구 채택해드려용 ㅠㅠㅠㅠㅠㅠ , 답변 그래선지 중학생 예비소집일날이나 교복문제는 저두 잘 모르겠지만... 친구문제는 해결해드릴수도 있을것 같네요. 저도 같은 학년이라서 동정이 가는데 저희 반에는... 
2008.01.20. , 맞춰서..질문드릴게요 1.머리는 어떤걸로 하는게 좋을까요? (언니한테 초코송이는 어떠냐고 물어보니까막 찌레같다그러면서 요즘엔 중학생언니들이... ," 답변 중학생이니 만큼 귀여움과 발랄함을 상징하는 단발머리 레이어드나,살짝아래 층을 내주는 것도 좋겠네요. 그리고 님이 중학교에 들어가신다면 한 1,2년 생활하다보면... "
2005.02.07. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... ," 답변 2)중학생이 되면 교과서들을 사물함에 넣나요?? 사물함에 넣어도 되고 그냥 자기가 집에다 놔두고,, 가방에다가 넣어서 다녀도 되는데.. 저같은 경우에는 사물함이나... "
2018.11.11. , 중학생 질문드립니다. 제가 이번에 제 친구들과 롯데월드를 가게 되었는데 표를 구매하려고 보니까 성인이 각종 카드할인이 많아서 청소년보다 더 싸더라구요. 그래서 더... , 답변 일단 첫번째질문에 대한 답변 드리자면 청소년이 성인티켓으로 들어가면 아쉽지만 안돼구요... 두번째 질문에는... 그리고 마지막 질문!!! 저는 모든 놀이기구를 좋아하기... 
2006.11.29. ," 안녕하세요ㅇ_ㅇ저는 예비중학생입니다.^___________^ 제가 이번에 중학교가 본오, 상록... 저는 아마도 상록, 본오 <- 이 둘중에 한 곳에 갈거 같은데요^^ 질문 몇가지만 드릴게요... ", 답변 그후로 맘대로 신고.메고다니세요. 솔직히 질문이 너무 많아서 힘들었습니다~~~~~~! 채택하시고 쪽지주시면 좋은 선후배사이로 지내자구요. 이름알려줄터이니. 
2007.12.21. , 중학생으로 올라가는 학생입니다. 이제 조금잇으면 방학이구 방학끝나고 그러면 졸업인데 아직 우리가 다닐 중학교는 모르잖아요? 그리고 교복도 사야할텐데 우선 질문... , 답변 2.부정인지 긍정인지 질문 내용을 잘 확인해 보자. 3.답을 여러 개 또는 한 개를 선택하는 것인지 질문 내용을 확인하자. 4.보기 문항을 꼼꼼히 비교하면서 살펴보자. 5.... 
2007.01.31. , 2007 예비중학생인 한 여학생입니댜★ 중학교올라가는데 궁금한점이 있어서 이렇게 질문드립니다// ※ 머리는 어떻게 하는게 좋을까요? 귀밑 10cm라는데 ※ ※ 머리... , 답변 ※ 신발과 가방좀 추천해주세요~ ※ 신발과 가방은 아식스게 이쁘더라구요^^ 후아..질문들을 보니까.. 한숨이 ㅠ_ㅠ 중학교는 공부해야해요. 고등학교 내신에... 
2008.01.01. , 전..예비 중학생입니다. 단 내용을 많이 봐왔는데.. 더 자세히 알고싶어요.. 전..정말.... 그리고..중학생때에 들고다닐 필수품과. 중학생때 배우는 과목들 좀 가르쳐주세요..... , 답변 발표못한다구 잘 깍지는 않아요~ 거의 숙제랑 준비물 잘 챙겨오는지 이런걸루 깍구요ㅋ_ㅋ 친구들이랑 대화잘하면 그걸루 된거에여~~~~~~~ 중학생때 들고다닐 필수품은~ 뭐..... 
2020.05.30. , 중학생영어질문 , 답변 거짓 3번 거짓 채택 바랍니당 
2020.06.16. , 중학생코딩학원을 알아보려고합니다. 어떻게 수업이 진행되는지 알 수 있을까요? , 답변 중학생코딩학원을 알아보시는군요 중학생코딩교육은 코딩의 기초부터 탄탄하게... 중학생코딩학원에서 이루어지는 수업은 IT의 기초를 배울수 있는 수업부터 파이썬... 
2006.01.06. , 내공은 물론있습니다;;아주작게 20이지만 첫번째질문＊ 전 중학생이 되는 여학생입니다. 키는 한 150좀 넘을것같구요 몸무게는 40~45사이일꺼예요. 피부는까무잡잡하고... , 답변 첫번째질문＊ 전 중학생이 되는 여학생입니다. 키는 한 150좀 넘을것같구요 몸무게는 40~45사이일꺼예요. 피부는까무잡잡하고 테안경을쓰고있어요. 안경을 써서 그런지... 
2006.01.12. , 2006년에 예비 중학생이 되는 사람 (?) 입니다 ^ ^ 제가 대구에 살고 있는데요 ... 수성구에 동중이라고 아시는지 .... ? 모르시면 이 학교 관련 질문은 패스 하셔두 되구요... , 답변 질문이 좀 많으셔서 순서대로 ㅎㅎ 1) 아이비가 디자인이 다른데 보다 잘 빠지기는 했어욤^^ 동생이 지난번에 교복 맞추길래 가봤더니 그렇더라구요 2)... 
2020.02.09. , 학교에서 진로 상담을 하면서 선생님께서 방학중에 자격증을 따보는것도 괜찮다고 하셨는데 궁금한점 질문할게요 1 중학생이 혼자 공부하여 딸 만한 자격증은... , 답변 그리고 조언을 하나 해드리자면 앞으로 질문작성자 본인이 어떤 분야로 진로를 잡고 있느냐에 따라 취득하셔야 할 자격증의 종류가 달라집니다. (그리고 꼭... 
2008.02.02. , ①교복 이쁘게 입는 법 ②중학생 머리 단발루 이쁜 것 (사진 첨부 꼭) ③스타킹 기모면과 반 스타킹 중에 어떤 것이 좋을까요 ? ④이쁜 신발과 가방 좀 추천 해 주세요... , 답변 ②중학생 머리 단발루 이쁜 것 (사진 첨부 꼭) 초 코송이 머리가 제일 난것갔습니다. 학생들이 제일 선호하는 머리이기도 하구요. 초코송이머리 하시려면 롤스트레이트... 
2007.02.07. ," 제가 올해 중학생 들어가는 예비 중 1 인데요 중학교 생활이랑 외모나 그런것에 대해서 질문 할 게 있어서요, (★)저기. 제가 초등학교 때 좀.. 왕따?는 아니고 친구가... "," 답변 공부 잘하는 방법좀 알려주세요, 지금은 예비중학생 한권으로 시작하기(비상) 영어... (★)중학생 정도면 한달에 용돈 얼마정도가 적합하죠? 저 용돈이 너무 적어서... "
2011.01.08. , 제가 1달 후면 중학생이 됩니다.... 근데 제가 아는 언니가 많이 없어서...중학교에 대해 잘 모르겠어요. 질문 좀 받아주세요~ 질문1.여중생이 이쁘게 맬 수 있는 가방은... ," 답변 얀냐세요^^ 저는 올해 중2가 되는 소녀(?)랍니다^^ 질문1.... 좋더라구요^^ 질문2.신발도 사려고 그러는데, 뉴발란스나... 질문3.중학교 첫 날 갈때 어떻게 하고 가요?잘... "
2007.02.05. , 안녕하세요~ 이제 예비중학생 입니다~~ 학교배정 받앗구요 2월 13일날 배치고사 보러갑니다~~ 그래서 궁금한게 많네요.. 성의껏 답해주세요 내공 10겁니다~~ 1.배치고사를... , 답변 초딩때랑 많이 다를것도없습니다~하지만 딱히 다른점이라면 애들이 고등학교 인문계&실업계 갈라지기 때문에 공부를 더 열심히 한다는거?ㅎ 님도 이제 중학생이니까... 
2019.05.30. , 그저께인가 질문했던 중학생인데요 사진 밝기 채도 그런걸 조절하니까 얼굴에도 이렇게 된게 확실히 보이거든요 지금도 입가나 얼굴 곳곳이 저런식으로 하얗거든요 .. 곰팡이... ," 답변 안녕하세요. 피부과전문의 김동진 입니다. 우선 저색소병변을 보일수 있는 질환은 백색비강진, 어루러기, 백반증 등 다양하게 존재합니다. 우드등과 진균검사해보시면... "
2016.11.26. , 안녕하세요 이제 곧 중학생이 될 학생입니다 근데 걱정되는게 있어서 질문해봅니다..ㅠ 1.제가 학원을 안다니고 인터넷강의를 듣고 혼자 공부하는데요중학교때는 학원을... , 답변 안녕하세요 수박씨멘토입니다. 초등학교와 중학교는 공부하는 방법부터 많은 차이를 보인답니다. 실제로 입학 후 첫 중간고사에서 평균 10점이상 하락하는 경우가 많아요.... 
2010.11.26. , 제가 내년이면 중학생이거든요...ㅎㄷㄷ 근데 중학생되면 좋은점있나요? 초딩때보다좋은점...; 글구 단점은??.......(※참고:전 여자랍니다...;;) 내공은10걸께요 ※참고... , 답변 2.서로 마음을 터놓고 얘기할 수 잇는 친구가 생긴다. 대충이정도?? 한마디로 이걸 보고 얘기하면 중학생은 안좋습니다. 고등학생은 ++이고여 ...... 파이튕 
2008.02.03. , 제가2008년 중학교에들어가는 예비중학생입니다 제가 질문을할께있는데 1.중학교들어갈때 머리는 어느스타일로 잘라야하나요???(저희학교는 뒷머리는 옷에안다일정도... , 답변 안녕하세요 고1 남학생입니다 ㅎㅎ 1.중학교들어갈때 머리는 어느스타일로 잘라야하나요???(저희학교는 뒷머리는 옷에안다일정도 구렛나루는 귀뒤로 안넘어갈정도구요... 
